,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
28035,38,3429,2,1,5,211591.976964657,0.33,83511.97,1676588.881911639
28036,44,3700,3,1,5,120857.52387473156,0.22,57534.74,575025.3322956896
28037,43,3700,2,1,5,165051.56485224803,0.08,38626.37,320889.35829760495
28038,59,3262,3,1,2,-266338.9698833113,0.19,22997.39,-231405.56538313243
28039,56,3805,3,1,3,-84030.43267374468,0.28,6843.51,-60593.239305664414
28040,44,1834,1,1,1,-1839.2683483893031,0.15,33619.14,179103.5585592878
28041,42,1834,1,1,1,26010.57975685164,0.13,52610.35,374930.5081206705
28042,54,1771,1,1,1,-127803.7453484148,0.06,104362.9,-31527.637199681878
28043,54,1765,1,4,1,445778.51878987846,0.12,30204.25,501506.1315632178
28044,48,2209,1,1,1,100125.53045168024,0.12,57178.43,319639.49940967927
28045,44,1644,1,1,1,8394.703131977092,0.14,44119.28,315538.84489476844
28046,54,3309,1,1,1,-227322.7816356112,0.09,52929.94,-132951.2574535441
28047,46,2081,3,2,3,152258.6382123893,0.08,16454.05,193123.73819429462
28048,41,1256,3,3,3,-160778.5025590509,0.15,59113.69,229040.08961557064
28049,41,1419,2,1,5,4445.345841633621,0.25,250104.33,2753253.5552816964
28050,53,1395,1,3,1,49210.66750561793,0.32,29697.68,211257.57636917912
28051,40,2268,2,3,4,71036.85557444126,0.05,203010.77,547066.0365695164
28052,46,2371,3,3,4,-4579.419554592831,0.3,104529.83,968954.8973859696
28053,46,1610,1,1,1,87959.61187569035,0.17,37877.06,287860.6039312225
28054,45,1294,1,3,1,-78411.4124180304,0.32,96837.02,956918.5144878027
28055,36,1401,1,3,1,103565.04631720424,0.06,88970.07,423769.42661675374
28056,58,2271,3,4,3,112662.0582037288,0.27,61366.57,267525.5211207496
28057,51,2013,1,1,1,122439.50230998705,0.25,123059.94,757099.1741726333
28058,49,2013,1,1,1,-110818.51473854312,0.26,55564.78,287275.4568001093
28059,36,1802,1,1,1,15650.489242664302,0.13,56373.09,524843.6112488592
28060,50,1929,1,1,1,309051.77470008587,0.16,33616.71,430270.80446478736
28061,47,1932,3,1,3,-146917.06352676282,0.2,48618.82,152374.143627714
28062,57,1792,1,1,1,60846.29111741485,0.04,15494.27,67513.6884275983
28063,58,3522,3,2,5,-179530.0167794866,0.11,68731.22,-108865.71201114633
28064,60,3331,3,1,4,-110223.47378066942,0.07,60229.34,-81975.82725628793
28065,55,1514,3,3,3,-105017.75269227286,0.29,39658.94,86567.53408909569
28066,53,1688,1,1,1,-177746.9482053074,0.08,139136.99,12055.076212763466
28067,58,3222,3,1,3,119655.32952964098,0.0,62807.05,119655.32952964098
28068,56,2445,2,1,3,38713.07746018477,0.01,16503.61,40731.66513794382
28069,55,3385,2,1,5,30178.766228871453,0.11,64090.89,127252.73222003771
28070,63,3246,1,1,1,-78802.89265922473,0.08,176875.46,-34457.582930379875
28071,63,3134,1,1,1,-234300.5278520437,0.16,129791.78,-169219.06675667083
28072,42,1856,1,1,1,-130159.46554197551,0.07,52742.22,66055.08293151885
28073,59,3659,1,1,1,257271.70020415256,0.19,125650.71,448137.14529008063
28074,53,3457,1,1,1,-30966.35943761607,0.23,66632.54,239822.37016204823
28075,36,2439,1,4,1,115381.88769721772,0.2,71214.58,969722.3963346614
28076,41,3306,2,1,3,93209.5147993292,0.19,26487.72,314458.55619283806
28077,53,3476,1,1,1,-140250.421692767,0.19,92103.74,158149.78254213615
28078,37,1720,3,1,5,-21180.361394666827,0.2,45490.47,542368.2892910085
28079,42,3260,2,1,3,-241474.26135020296,0.2,46928.23,178222.54727671284
28080,39,1791,1,1,1,-111681.85935343806,0.09,52676.88,189517.04478004482
28081,45,1964,1,1,1,482455.92172947736,0.31,46447.65,1049464.173764231
28082,48,1964,1,2,1,451795.5415383583,0.17,5051.93,474647.1192482329
28083,60,3247,1,1,1,305420.5528297897,0.27,171439.77,615556.0416745811
28084,52,3247,3,1,3,-271608.30338023504,0.05,92659.28,-184499.32348653657
28085,42,3668,2,1,5,12087.985389475694,0.02,46643.74,55875.84334345054
28086,57,3364,1,1,1,395892.4834641915,0.34,60912.6,633821.5788436696
28087,52,1843,1,1,1,187161.91408096225,0.01,33660.28,193490.71925565443
28088,62,1550,1,1,1,174791.39231848856,0.25,55306.04,244318.52124935645
28089,37,2208,1,4,1,-181031.67805923,0.24,47568.63,577223.6555727033
28090,45,3457,3,1,3,-14016.178395427974,0.12,23863.23,81658.68401115894
28091,45,3384,2,1,5,179636.93409958898,0.04,79024.3,285247.65862258733
28092,49,3384,2,1,5,90259.0264840173,0.17,84888.48,444232.29335324944
28093,55,1926,1,4,1,228113.9523221552,0.22,215533.97,881022.2603116698
28094,56,3380,1,1,1,242403.81524396347,0.17,91465.94,432589.1340994759
28095,56,3232,2,1,3,82145.61511930806,0.22,62819.93,251185.34676257227
28096,37,1720,1,1,1,141200.06362082603,0.21,21404.14,395149.58944270096
28097,52,3247,1,1,1,651339.8352599388,0.0,39038.89,651339.8352599388
28098,39,1791,3,1,3,-218855.73723897687,0.21,135753.27,1205424.7853011114
28099,35,3312,3,1,5,-150018.39939647948,0.3,155517.94,2818328.3294632942
28100,52,1328,1,3,1,88047.96966385856,0.06,17919.69,108263.52820363539
28101,47,2145,1,2,1,-105765.88255306156,0.2,72865.73,313628.9395674416
28102,53,2168,3,2,3,29938.530751334376,0.17,115854.22,365775.9070911933
28103,46,2290,3,4,5,-72934.28804121992,0.33,61188.78,553932.8450623064
28104,37,1910,3,1,3,154159.1293550633,0.26,77381.74,1290849.4649787457
28105,44,1847,1,1,1,-222988.45606018623,0.04,33574.18,-174801.56378943654
28106,35,1542,1,1,1,79810.83286368397,0.29,93966.91,1813558.233681721
28107,37,3070,2,1,5,-253640.84288862668,0.16,18406.67,-87251.4881826686
28108,43,1658,1,1,1,22198.136374758546,0.29,27857.42,332900.46314954275
28109,53,3259,1,1,1,132422.18338209347,0.18,85095.68,393607.20506304817
28110,57,1643,1,2,1,272528.6275067767,0.27,24033.41,342336.4970625944
28111,52,1743,1,3,1,147653.61805155865,0.08,73347.98,257980.70395273808
28112,49,3091,2,3,5,332610.64396340575,0.19,61170.17,617690.2000275222
28113,62,1662,3,3,5,94579.911541306,0.28,30309.63,130833.62889857376
28114,40,1500,1,1,1,-13443.943426792566,0.21,37125.76,352183.79904126876
28115,36,2032,1,1,1,251614.49786826663,0.1,40246.47,493027.06851504726
28116,42,2101,1,4,1,214721.0238133564,0.28,56175.58,921303.6413438036
28117,45,2004,2,1,3,178361.57306855803,0.0,85572.61,178361.57306855803
28118,38,1926,1,1,1,153329.06671158932,0.17,199615.22,1957246.3179588655
28119,56,1782,2,1,3,390529.0769626302,0.04,124394.5,451388.7809621789
28120,54,1725,3,1,2,-1203.7930689538302,0.31,28430.33,134304.14333901805
28121,36,1759,3,1,1,-95711.70869762938,0.24,97204.86,1303654.2559870996
28122,61,3449,1,1,1,-133171.9259078358,0.23,10792.11,-119619.71625259602
28123,43,3282,1,1,1,-178364.46553485203,0.16,81072.67,320520.10739538365
28124,59,3236,3,1,5,-176245.2531828121,0.24,34904.62,-83277.86907604935
28125,43,3493,2,1,5,58337.09735038398,0.22,102921.56,929169.6534464302
28126,56,3688,2,1,3,-129002.36681040366,0.34,34814.62,56745.36752988983
28127,43,1676,1,1,1,6801.532315368184,0.18,142376.79,992439.2581188829
28128,55,3416,1,1,1,10467.842024537713,0.18,97822.32,252918.992495697
28129,50,3464,3,1,3,-141979.92997081412,0.21,118727.21,419928.01190591406
28130,61,3289,2,1,5,185053.30076932773,0.1,36282.55,212017.27685863076
28131,43,3620,3,1,3,-136246.34082794143,0.3,60315.29,559665.6036537805
28132,49,1930,1,1,1,60261.38609054709,0.2,78706.27,446372.3306393015
28133,39,1907,1,2,1,29340.411443926525,0.09,39788.66,208247.5886947789
28134,37,1760,1,1,1,4779.098631602907,0.14,260753.33,2067251.8884742812
28135,58,3610,1,1,1,95432.90545792134,0.32,55569.05,282209.5274481246
28136,35,3620,1,1,1,-126810.74995132488,0.09,79157.32,326448.2860556587
28137,58,3352,1,1,1,-194132.91951340027,0.03,154647.5,-150770.10019941733
28138,45,1596,3,4,3,-162345.40401623672,0.3,54837.09,387300.5408671281
28139,44,1901,3,1,3,-72433.40237006886,0.34,38588.9,470008.8035295476
28140,53,2271,3,2,3,-192927.7654292176,0.21,74704.03,74577.03204587713
28141,35,1890,1,1,1,-316138.2643566138,0.22,67771.91,649144.9300732594
28142,62,1624,1,4,1,9524.095344591282,0.11,65355.23,43002.05740225738
28143,55,1853,1,1,1,-177279.089379817,0.16,32436.37,-105818.59539568379
28144,61,3460,3,1,2,70059.02557055246,0.29,114686.1,251646.00088827778
28145,37,1744,1,1,1,-200666.82389395035,0.2,42486.29,414581.2535925403
28146,53,3293,3,1,3,-145348.64350219868,0.1,52683.5,-54430.95002237153
28147,63,3109,2,1,2,-198048.73353447023,0.31,37156.46,-151221.45690356992
28148,48,1866,3,1,1,35250.56820465986,0.1,56889.54,186621.45886240824
28149,59,3451,2,2,3,-67095.71411639085,0.07,11375.49,-60729.56342458997
28150,46,3451,3,1,3,-55995.264605420685,0.03,176353.38,108250.73803177812
28151,61,1849,3,2,3,-174860.63982733514,0.15,33484.72,-135900.42078032508
28152,47,3346,2,1,3,22217.284741260803,0.0,103657.23,22217.284741260803
28153,48,2071,3,2,5,-245547.9467738834,0.22,32736.37,20939.619253040495
28154,60,3516,1,2,1,-203197.24287748823,0.25,20692.18,-168537.7357775743
28155,54,2177,3,2,4,75341.75563890803,0.05,18816.8,89807.37090874273
28156,45,3376,1,1,1,95079.81190226771,0.09,196432.86,685748.5998020729
28157,39,1910,3,1,3,-171685.96625314618,0.3,156887.01,2179755.5505363317
28158,63,3684,3,1,3,27698.74415143938,0.06,52262.94,37732.54087972741
28159,63,3684,1,1,1,74484.67868627179,0.17,19606.44,84930.3844714046
28160,55,3364,1,1,1,-115932.88441081344,0.09,1057.07,-114622.91835384122
28161,43,3153,1,1,1,100966.71956285028,0.28,31245.92,437444.9439296011
28162,60,2055,1,2,1,23880.390677921965,0.11,39903.86,53289.62510140693
28163,62,3081,3,1,3,18065.48413288412,0.26,125569.81,157532.80666959131
28164,47,3415,3,1,3,76071.43076473408,0.15,9427.3,116767.11315112427
28165,61,1776,1,1,1,467878.64899590594,0.34,105192.54,663150.5576338498
28166,53,2051,1,1,1,253310.7671615005,0.06,53604.03,323383.7177822083
28167,59,2035,3,1,3,44858.23088999837,0.35,14344.09,84995.68364005753
28168,54,2159,2,2,3,202969.7299988865,0.32,23864.46,320384.49875271815
28169,37,2135,1,1,1,-36182.87868124244,0.05,73638.66,171837.65678924616
28170,46,2704,1,2,1,34201.05940012771,0.06,206645.47,419117.8941167086
28171,53,2165,1,2,1,67079.16118044035,0.11,102802.37,259904.48152725387
28172,59,3787,1,1,1,223417.9557326394,0.18,186179.93,491343.5047236331
28173,46,1847,1,1,1,-18004.029588624013,0.11,33900.54,97764.11352770886
28174,36,1744,3,1,3,19266.91882309812,0.09,23700.94,147216.8823088547
28175,48,3476,1,1,1,563765.1681500741,0.11,38496.19,676438.30321063
28176,60,1347,1,1,1,235824.42271323825,0.27,81449.29,383166.6372426393
28177,57,3247,1,1,1,84867.16509960609,0.05,43513.12,118542.97437698027
28178,57,1500,1,4,1,-13607.175457215211,0.22,143400.63,325782.7642478094
28179,58,3787,1,1,1,54476.154712115575,0.23,52267.58,191813.19350623427
28180,51,1469,2,3,5,219615.1730790024,0.2,72692.36,519533.4687942212
28181,60,3819,3,1,5,-238735.0840049387,0.13,10920.8,-229223.0382238221
28182,40,2153,1,1,1,22168.44348285551,0.34,150907.88,2428388.422601702
28183,56,2012,1,4,1,72999.95698144549,0.11,24204.49,105565.42222601097
28184,52,1926,1,4,1,73276.30069091833,0.12,88220.78,272323.5322573988
28185,49,3384,2,1,5,44669.28954979378,0.34,111322.41,973067.5161043528
28186,56,1823,1,1,1,-104019.10183490008,0.31,93352.79,249943.73047459289
28187,39,3270,3,1,3,-347431.7303972034,0.14,200058.07,1051865.7474362296
28188,61,3460,3,1,3,26085.98607492496,0.02,146575.48,42091.41190092922
28189,59,3380,3,1,1,-145609.9672999812,0.31,21534.56,-92238.82993998985
28190,38,1791,3,1,5,46028.405761089154,0.01,33617.8,71367.09193823495
28191,47,1610,1,3,1,163584.9198504525,0.3,169341.0,1625604.27873236
28192,58,2071,1,2,1,64275.31770122032,0.01,83993.98,72125.89353379073
28193,50,2428,3,2,3,2516.5145832079043,0.2,76662.22,348063.4140272676
28194,46,1825,1,1,1,97308.89787314084,0.01,71001.66,119351.26688549074
28195,38,1937,1,1,1,8270.663684883619,0.3,110020.62,1762835.3389953698
28196,63,3305,1,1,1,579946.9045225983,0.23,21394.43,595368.1226291887
28197,47,1847,1,1,1,17545.88796064811,0.25,21168.27,169844.21172767796
28198,43,1750,1,1,1,-55319.82482497484,0.05,48897.86,71887.80208757895
28199,39,1392,1,1,1,95238.02814479433,0.06,37690.12,208218.8452829085
28200,46,1533,1,1,1,656.6212829540789,0.05,55201.34,107953.67764809719
28201,53,3247,1,1,1,95645.0231467063,0.14,128131.81,401526.5477370783
28202,42,3703,3,2,3,-184871.88718225065,0.06,49705.96,-52883.81707025737
28203,51,1975,1,2,1,229804.48841261948,0.1,43895.13,359539.86550303164
28204,56,3794,1,4,1,98813.27373523264,0.11,77232.05,202723.64904334873
28205,37,2022,1,1,1,181296.64914655144,0.31,5014.13,269115.47212099953
28206,35,2022,2,1,3,160107.72115965033,0.02,60384.8,236944.74011401308
28207,49,1233,1,3,1,82242.21226117032,0.15,36241.53,215585.31866354478
28208,60,3081,1,1,1,50956.59436699001,0.08,46500.77,85629.33941692743
28209,51,3259,1,1,1,18988.392702715304,0.15,67382.37,236520.783075828
28210,56,3364,3,1,1,-87905.6829385805,0.31,46231.65,102985.7409468528
28211,46,3364,2,1,1,109595.15798842911,0.34,12501.85,241555.3585704941
28212,47,3409,1,1,1,-141213.59163600375,0.1,85391.63,104531.61310173664
28213,50,3274,2,1,5,-153516.1232635544,0.27,11084.75,-86065.60668085002
28214,41,1553,1,1,1,-143034.1961142053,0.19,106312.27,744980.6207846405
28215,50,3494,1,1,1,41248.11865363272,0.18,101645.55,453589.0889556606
28216,62,1875,1,2,1,-53772.38130350872,0.29,55844.83,25513.34198831839
28217,39,4577,3,2,5,28975.12972739341,0.35,29550.59,545700.9240866245
28218,56,3609,1,1,1,-1361.586514964583,0.28,15402.78,51388.81982125752
28219,57,3700,2,1,3,475053.8848017533,0.18,30155.43,533447.2165245395
28220,52,3572,1,1,1,-310508.827838967,0.32,29004.94,-135996.56413716872
28221,58,3317,3,1,5,-44766.500441079465,0.16,28678.37,-1879.2900120440172
28222,41,1826,1,3,1,-68383.01814029002,0.22,54851.55,529413.693243193
28223,39,1376,1,1,1,148965.35552563597,0.01,27158.15,162533.67696265745
28224,42,2106,1,1,1,-153413.13650606584,0.13,144864.92,621577.5578510552
28225,37,2149,1,2,1,35883.77890200923,0.3,76721.97,1336266.915837208
28226,36,1912,1,1,1,-141887.79589061614,0.15,135501.66,1077292.5720089553
28227,42,2045,1,2,1,94173.2640184143,0.13,32070.44,265742.00932913815
28228,53,1895,2,1,5,94796.40274688104,0.31,107812.86,664698.8345834506
28229,48,1895,2,4,5,-178343.3982803223,0.21,104669.76,406514.6454282189
28230,41,2164,1,1,1,227123.0069801476,0.05,60346.49,382332.76091065654
28231,42,1454,1,3,1,32137.49108274989,0.14,46966.29,389533.21400101733
28232,42,1856,1,1,1,70283.38509632253,0.3,30058.2,441369.0083704076
28233,63,3392,2,1,3,71309.14419296778,0.11,22110.66,78931.41746232139
28234,56,1731,1,1,1,65081.06107192505,0.28,18294.2,127733.80840689411
28235,41,3668,2,1,3,133642.50326615747,0.21,45959.19,598269.9569553013
28236,58,1875,3,2,4,-149462.76619614524,0.16,80598.79,-28930.906573173706
28237,58,2543,2,2,4,203535.67456017464,0.13,102545.13,328133.8678025389
28238,54,3917,1,1,1,39128.79768654109,0.34,58813.49,370953.5931909116
28239,49,1825,1,1,1,456408.02933105646,0.34,91502.45,1219513.2505115645
28240,59,3787,3,1,3,138475.263531804,0.31,15613.51,177171.70250625245
28241,59,3787,3,1,2,31424.423670658845,0.28,77260.28,204375.42093608822
28242,48,1843,1,1,1,-17309.874083039267,0.01,21772.52,-11516.672478203582
28243,58,3277,2,1,3,557597.9942655836,0.11,33545.89,606552.7291538243
28244,60,3477,3,1,3,-109380.06959893568,0.22,36270.22,-36594.892111737034
28245,38,1969,1,1,1,35131.2854685841,0.12,35224.66,259830.77956640793
28246,54,2177,1,2,1,106369.28962759688,0.33,75459.7,489238.2431483421
28247,52,2177,3,2,5,-95143.70611316909,0.1,59829.87,17348.40353569924
28248,62,1875,3,2,3,127794.1391107292,0.17,15527.79,139070.59041318318
28249,62,3477,3,1,2,-455755.3527206708,0.08,65085.45,-433512.638739569
28250,54,3293,1,1,1,7260.593863244636,0.18,31801.19,95271.60566049453
28251,47,1866,3,1,3,-127109.33220882018,0.33,52977.44,377165.03890306974
28252,35,1937,1,1,1,-204896.30399447703,0.01,75071.95,-157133.41627197922
28253,50,3423,1,1,1,425681.7104830532,0.2,40279.68,607238.1346852079
28254,52,1932,1,1,1,295529.5356085871,0.01,40507.12,303145.68350360985
28255,42,2048,1,4,1,106611.51895829068,0.29,26639.17,424524.74184552836
28256,36,2892,2,1,5,155543.1600036259,0.02,62015.78,229941.67927980196
28257,39,2892,3,1,5,210232.9606940449,0.15,142969.69,1281656.4797875676
28258,60,3124,1,1,1,125190.87283967248,0.09,124148.74,200052.79114751302
28259,42,1542,1,1,1,293588.57867089,0.21,33622.48,584150.6636518377
28260,61,3460,3,1,3,76744.92759019214,0.02,59451.47,83236.77802337453
28261,37,3528,1,1,1,-44473.54398459601,0.02,114743.01,85180.64788524856
28262,61,3293,1,1,1,37553.4372489287,0.16,22327.84,57058.286871792814
28263,51,3354,2,1,3,173510.34016868507,0.03,108371.42,240579.09042793827
28264,52,3901,2,1,3,69769.18768215572,0.17,81468.01,330168.61916097504
28265,48,1432,1,1,1,115861.36201711909,0.28,35844.03,382906.58137407905
28266,44,2122,1,1,1,-88531.335207261,0.05,44995.4,25704.449486263977
28267,47,2443,3,2,3,74479.11361705081,0.27,62742.37,562001.3533931139
28268,53,2470,3,2,4,-119652.4867818505,0.24,12271.12,-69433.99165966024
28269,37,1732,3,1,3,-65300.10329359847,0.18,136424.14,1322075.5164426004
28270,49,2049,1,1,1,230802.8316709952,0.31,47475.66,658453.705513242
28271,42,2050,3,1,3,-16249.874664832148,0.28,104258.26,1185069.298383904
28272,37,2294,1,1,1,-174289.1888021096,0.3,42763.21,686994.7986796263
28273,42,1815,1,1,1,576941.7764418786,0.14,116996.98,1250992.519581077
28274,37,1744,1,1,1,-214467.62353079044,0.2,53569.49,475089.8237356431
28275,45,3384,2,1,3,64343.05548934175,0.26,56445.58,554675.5342267125
28276,60,3460,3,1,3,-231898.93295696727,0.07,37650.56,-208377.47345767025
28277,63,3392,2,1,3,-48867.591507212535,0.12,32977.2,-31114.1519681394
28278,59,1802,1,1,1,-11979.196851629093,0.17,53907.65,80516.18515333085
28279,40,1890,3,1,5,166436.1206455174,0.29,18829.15,422514.67327271955
28280,43,1890,2,1,5,124973.00820399832,0.31,44935.93,703215.7425671591
28281,47,3393,2,1,5,-92160.4589730276,0.1,9441.23,-64989.9154510677
28282,51,3293,1,1,1,68440.64824501339,0.33,57614.5,494124.5761288981
28283,51,3293,1,1,1,99976.41914770068,0.28,105861.28,711452.3507554269
28284,62,3124,1,1,1,259469.6205172063,0.25,51001.01,327269.1812500753
28285,41,3187,2,1,5,-53484.05073276536,0.09,58612.83,178425.38554810727
28286,59,3317,1,1,1,-102449.98918563356,0.01,86829.2,-95508.1497992672
28287,59,3484,2,1,1,-75328.58586427587,0.31,50938.29,54512.590675636704
28288,46,1818,3,1,3,-101289.83172322068,0.27,74566.6,523735.8628351857
28289,40,3260,2,1,5,-35817.639250139,0.19,133998.4,1158164.1613472966
28290,59,3247,1,1,1,420.9971507448627,0.23,47039.53,114871.58531261972
28291,53,3401,2,1,3,70317.64298521705,0.25,18840.79,150634.62239782116
28292,63,4092,1,1,1,-185428.3328148425,0.21,53949.25,-141397.52349776245
28293,56,3787,1,1,1,400737.683190406,0.2,55804.52,562574.6058299477
28294,56,1794,1,1,1,-155889.39967274698,0.29,55937.58,67627.73125791014
28295,36,1542,3,1,4,8353.821847431363,0.19,14089.79,168933.36100128203
28296,36,2892,3,1,5,88511.66965531095,0.02,94873.16,202328.22768379556
28297,52,3489,2,1,3,40766.084696931146,0.21,78906.36,352321.5016205757
28298,54,3305,3,1,3,-85300.35914258602,0.15,45175.35,36717.88433700583
28299,46,2169,1,1,1,28443.7556595318,0.22,49732.95,439003.5130287317
28300,40,1908,3,1,1,49625.15135261038,0.04,131491.5,296287.1035350051
28301,59,2291,1,1,1,-194206.92247638133,0.02,24426.04,-190301.2859733395
28302,49,3312,3,1,3,23647.11286193676,0.2,66781.01,351256.06763796427
28303,46,2388,3,2,3,-54017.75645045847,0.05,8641.29,-40604.37267022509
28304,51,3330,2,1,5,481251.9948033474,0.06,66081.22,563044.4976792305
28305,51,3330,3,1,3,44723.07387809586,0.34,85395.97,643686.7535782943
28306,55,3238,3,1,1,47966.18763286241,0.27,193106.48,765883.4519050026
28307,59,3238,3,1,3,-49706.053840180015,0.18,34898.6,20132.9802270949
28308,51,3155,1,1,1,209844.7877811455,0.18,92785.05,554380.8663658306
28309,42,2007,3,2,3,-37267.39481984113,0.19,29423.42,192790.24318636954
28310,62,1871,3,4,5,-52143.16620767496,0.03,59277.88,-44546.41687518546
28311,63,3595,2,1,5,176816.38044581277,0.3,21682.38,197201.7378201168
28312,58,3471,2,1,3,16264.77734300885,0.26,36803.53,134473.56389491493
28313,53,3471,3,1,3,-36275.86109701874,0.34,27659.74,124083.8480588955
28314,63,3437,2,1,2,23605.056816045824,0.16,121919.2,84738.9720114379
28315,56,1619,1,3,1,48922.84130401511,0.19,117321.17,321568.5408778185
28316,51,3305,1,1,1,-115438.99914156106,0.14,114001.64,213809.1406117492
28317,47,3437,2,1,3,140039.1312449876,0.14,17412.75,210195.1844707654
28318,45,2074,3,1,3,149882.39349239078,0.09,35327.35,296636.5331741534
28319,50,2486,1,2,1,333879.7450684423,0.09,71863.3,479642.067428377
28320,43,1964,1,1,1,8378.950582902062,0.33,185840.24,2367006.2084388263
28321,58,1731,1,1,1,-60212.62413935735,0.11,46962.36,6598.884758296917
28322,49,1964,1,1,1,8527.452264834652,0.11,50235.19,188779.56972716172
28323,61,1849,1,2,1,-154041.39021235693,0.09,87381.94,-111103.55902524028
28324,39,2139,3,4,5,-234841.1925216425,0.22,146763.81,1378282.2377135863
28325,45,1840,1,1,1,61582.83740738408,0.33,46920.93,663189.8928801288
28326,55,3572,2,1,3,514210.326143317,0.25,56983.92,710368.367272781
28327,54,3572,3,1,3,9948.049389784226,0.06,89133.49,92174.83230702786
28328,53,3847,2,1,3,18126.483469492985,0.08,54085.57,91906.65276742938
28329,50,1905,1,1,1,262160.0198576933,0.23,109624.42,830398.6542137864
28330,51,2168,1,2,1,149896.06025075287,0.08,68987.77,267406.9322951431
28331,39,1453,1,1,1,82429.41059236674,0.27,18628.34,333712.84609402553
28332,45,2659,1,4,1,-121068.79205388382,0.09,116274.71,228566.40655342326
28333,41,2911,1,3,1,-93857.2722552737,0.19,82892.53,598535.0061734729
28334,38,2113,1,1,1,194901.51115108893,0.23,53287.12,929076.1742780844
28335,39,1670,1,1,1,-176858.62587755462,0.09,107766.31,307705.7280072031
28336,42,1742,3,4,1,79379.39436364175,0.14,51513.39,384818.3368250573
28337,57,2007,1,2,1,10312.064569563609,0.04,98455.16,52678.67293237656
28338,51,2331,3,2,5,-313515.4970638632,0.16,22444.58,-239432.9917591089
28339,61,2007,1,2,1,115263.39405331234,0.21,25282.59,144251.2950229009
28340,59,3659,1,1,1,-107199.65073712856,0.03,90850.66,-85409.6069546667
28341,50,1951,1,1,1,-184226.3323231435,0.11,76002.6,4189.220067954768
28342,36,2153,1,1,1,-89319.18964774215,0.03,156209.0,191779.87008218904
28343,62,2014,1,1,1,24069.589956066127,0.19,23239.0,42931.46725339157
28344,57,2294,1,2,1,75024.5550302191,0.11,14478.32,92157.66020496642
28345,43,1699,2,1,3,67130.35484172775,0.04,33647.35,140491.23554795492
28346,57,3393,1,1,1,570730.954678334,0.17,121943.48,793745.2644730028
28347,63,3275,1,1,1,-74685.35683446706,0.24,93827.7,-4113.355195938988
28348,62,3481,1,1,1,-68399.69104881497,0.01,154545.37,-61797.77683063419
28349,44,3706,2,2,5,340046.6388916993,0.14,15877.96,419806.84205965325
28350,42,4501,2,1,5,-245523.08161017625,0.12,79868.67,148886.63270434987
28351,52,3297,1,1,1,107949.47947992152,0.3,203048.52,1253264.839978637
28352,43,3428,3,1,2,-352565.672927916,0.3,112267.26,942763.0440232093
28353,61,1892,1,1,1,51963.105276123606,0.14,27056.02,72643.93025993546
28354,58,3251,1,1,1,-283009.4975032672,0.26,22700.22,-227845.36833976267
28355,50,3911,2,1,5,-138235.37383347706,0.16,11207.2,-97823.15293562709
28356,63,3368,1,1,1,-106483.07928012832,0.14,130997.41,-49007.829405321834
28357,42,1715,2,3,4,-138500.27541555327,0.16,92595.86,471179.0342028969
28358,61,2912,2,3,2,-134599.5167516689,0.13,38486.7,-98698.49868149191
28359,38,1785,1,1,1,143735.14640063213,0.17,48722.25,685458.4452809201
28360,53,3286,1,1,1,-19281.743412724525,0.25,18264.5,58578.55174907645
28361,59,3396,3,1,2,6763.962386111845,0.22,12573.5,28878.997253858004
28362,58,1811,1,1,1,121465.90750442458,0.11,18806.63,140801.47922838657
28363,37,2834,1,2,1,41250.59092110281,0.05,118217.94,375202.3382915478
28364,44,1871,1,1,1,-102294.82595465847,0.07,44003.12,55859.11040648118
28365,53,4068,1,2,1,3991.270461594048,0.01,155210.56,30457.344022498357
28366,53,3477,1,1,1,-39721.7793121723,0.12,85440.35,135106.83452720128
28367,42,1487,1,1,1,19570.63958333636,0.26,145245.26,1573621.4739672656
28368,53,3492,1,1,1,39520.77431821075,0.03,55748.49,74982.59152289122
28369,57,1862,1,1,1,22651.71200832114,0.06,82378.04,75824.31604008758
28370,46,3473,1,1,1,47388.4916245227,0.24,67792.69,563187.092072149
28371,43,3560,3,1,2,72941.38576167826,0.18,72116.51,572185.3489756713
28372,41,1582,1,1,1,-76328.18236636062,0.21,39684.76,290047.1899641914
28373,58,1680,1,3,1,-222254.20788012337,0.13,150091.62,-39884.31208088354
28374,58,3808,1,4,1,-28497.553493283267,0.34,163472.4,490991.8679259376
28375,37,2187,1,2,1,-16343.216142168318,0.29,70618.43,1142535.7406241894
28376,50,3492,1,1,1,-74078.762412471,0.08,46298.41,42312.67227282723
28377,50,2474,2,3,5,113956.15325240056,0.3,28094.7,303907.0144943074
28378,43,2474,3,3,5,-6497.492740309941,0.13,62640.52,306689.93673520145
28379,51,1835,1,1,1,-41551.756788575294,0.08,110037.46,140047.78114378272
28380,51,3309,1,1,1,-219508.6293591516,0.33,86748.87,371048.5606299307
28381,39,1500,1,1,1,-38832.62804841403,0.03,37332.46,17121.715378669258
28382,48,1875,1,1,1,26591.8776201444,0.33,206710.47,1841632.5378575076
28383,43,2012,1,2,1,197045.89225430816,0.31,46799.72,847783.2662329141
28384,49,3409,2,1,5,214829.02500314987,0.12,12511.91,251656.98334656272
28385,37,1800,1,1,1,162025.83643130955,0.34,56675.05,1319945.3832793124
28386,59,2255,2,3,1,70320.58494420012,0.24,50066.59,171338.18183181674
